paper_id,doi,title,year,venue,topic_bucket,citation_count,environment_variable,outcome_variable,effect_direction,sample_n,confidence_tier,evidence_level,notes,abstract_snippet,pdf_available,article_type,template_family
doi:10.3390/s26010318,10.3390/s26010318,Sensing Through Tissues Using Diffuse Optical Imaging and Genetic Programming.,2026,"Sensors (Basel, Switzerland)",light,0,daylight,productivity,positive,,medium,abstract_only_reduced_table,abstract_only,"Diffuse optical imaging (DOI) uses scattered light to non-invasively sense and image highly diffuse media, including biological tissues such as the breast and brain. Despite its clinical potential, widespread adoption remains limited because physical constraints, limited available datasets, and conventional reconstr...",no,unknown,mixed_methods
doi:10.1177/14771535241287075,10.1177/14771535241287075,Application of pre-programmed lighting control scenarios: A mixed-methods pilot study in Swedish residential environments,2024,Lighting Research &amp; Technology,light,0,daylight,sleep,positive,,medium,abstract_only_reduced_table,abstract_only,"Everyday light exposure plays a vital role in circadian entrainment, especially during twilight. Electric lighting can supplement daylight anytime, enabling unlimited human activity; hence, many struggle to combine a healthy sleep regime with social constraints. Dusk/dawn simulators have been developed to compensate...",no,cross_sectional_survey,mixed_methods
doi:10.1093/ajcn/23.7.868,10.1093/ajcn/23.7.868,'Healing architecture': A study of daylight in public hospital designs in Malaysia,2010,,light,0,daylight,stress,mixed,,medium,abstract_only_reduced_table,abstract_only,"In the hospital building, where patients seek medical treatment and hospital staff provide continuous support, creating a healing environment is an imperative. However, it appears that the ultimate aim to create a healing environment is not given due attention by healthcare designers. Patients’ negative experiences ...",no,cross_sectional_survey,mixed_methods
doi:10.54855/979-8-9870112-9-4_5,10.54855/979-8-9870112-9-4_5,The Effects of Shadowing Technique on Students' Pronunciation of -ED Ending Sounds: The Case of Saigon University,2025,ICTE Conference Proceedings,acoustic,0,noise,cognition,positive,,medium,abstract_only_reduced_table,abstract_only,"The shadowing technique has been recognized as an effective learning method for enhancing listening and speaking skills. However, research on the effects of shadowing on ending sounds, especially the -ed ending, has been limited. This research investigated the English Major Juniors’ perception of using the shadowing...",no,cross_sectional_survey,mixed_methods
doi:10.3389/fpsyg.2024.1470695,10.3389/fpsyg.2024.1470695,"Effects of a mindfulness-based health promotion program on mindfulness, psychological capital, compassion fatigue, and affect in healthcare workers",2024,Frontiers in Psychology,affect,0,unspecified_environment,mood,unknown,16,low,abstract_only_reduced_table,abstract_only;n=16;weak_variable_resolution,"Objective This study aimed to examine the effects of the Mindfulness-Based Health Promotion program on mindfulness, psychological capital, compassion fatigue, and affect in a sample of healthcare workers at a hospital in Colombia. Method Randomized controlled study with pre-test and post-test measures, in which 33 w...",no,rct_interventional,mixed_methods
doi:10.1136/bmjgh-2016-000111,10.1136/bmjgh-2016-000111,Long shadow of fear in an epidemic: fearonomic effects of Ebola on the private sector in Nigeria,2016,BMJ Global Health,affect,0,unspecified_environment,stress,mixed,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"Background The already significant impact of the Ebola epidemic on Guinea, Liberia and Sierra Leone, was worsened by a fear of contagion that aggravated the health crisis. However, in contrast to other Ebola-affected countries, Nigeria fared significantly better due to its swift containment of the disease. The objec...",no,cross_sectional_survey,mixed_methods
doi:10.1016/j.buildenv.2017.09.016,10.1016/j.buildenv.2017.09.016,"Analysing thermal comfort perception of students through the class hour, during heating season, in a university classroom",2017,Building and Environment,thermal,0,thermal,cognition,mixed,,medium,abstract_only_reduced_table,abstract_only,"Indoor to outdoor transitions, and the subsequent occupant adaptation, impact thermal perception of occupants and their evaluation of a building. A mixed methods thermal comfort study in a classroom of Eindhoven University of Technology was conducted to provide a better understanding of thermal perception of student...",no,unknown,mixed_methods
doi:10.70382/tijbees.v08i4.049,10.70382/tijbees.v08i4.049,INDOOR AIR QUALITY AND THERMAL ENVIRONMENT ASSESSMENT OF SOUTH-WEST NIGERIAN HOMES WITH DIFFERENT BUILDING FABRICS,2025,International Journal of Built Environment and Earth Science,air,0,air_quality,productivity,positive,,medium,abstract_only_reduced_table,abstract_only,"This study investigates the impact of building fabrics on indoor air quality (IAQ) and thermal comfort in residential buildings across South-West Nigeria’s hot-humid climate. Through a mixed-methods approach, 102 residents from six states (Lagos, Ogun, Ondo, Oyo, Osun, Ekiti) were surveyed to assess perceptions of I...",no,cross_sectional_survey,mixed_methods
doi:10.61707/tv4gph79,10.61707/tv4gph79,Lexical Expressions of Motion in Physical Environments a Cognitive Linguistics Perspective,2024,International Journal of Religion,cognition,0,unspecified_environment,cognition,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"This study aims to delve into the interaction between motion verbs, manners, and paths in the Vietnamese language to look at the lexicalization of motion occurrences. Utilizing Talmy's lexicalization patterns for cognitive linguistics, the study seeks to understand how Vietnamese encodes and conceptualizes motion ev...",no,unknown,mixed_methods
doi:10.3310/UHDN6497,10.3310/UHDN6497,Technology-enabled CONTACT tracing in care homes in the COVID-19 pandemic: the CONTACT non-randomised mixed-methods feasibility study.,2025,"Health technology assessment (Winchester, England)",air,0,air_quality,cognition,mixed,,medium,abstract_only_reduced_table,abstract_only,"Coronavirus disease 2019 devastated lives in care homes for older people, where residents faced higher mortality risks than the general population. Infection prevention and control decisions were critical to protect these vulnerable residents. Infection prevention and control measures like 'lockdowns' had their own ...",no,rct_interventional,mixed_methods
doi:10.1109/THMS.2025.3527136,10.1109/THMS.2025.3527136,Supervision of Multiple Remote Tower Centers: Evaluating a New Air Traffic Control Interface Based on Mental Workload and Eye Tracking,2025,IEEE Transactions on Human-Machine Systems,spatial,0,spatial_layout,attention,unknown,,low,abstract_only_reduced_table,abstract_only,"Remote air traffic control offers inexpensive and efficient service to multiple airports. Recent research shows that one remote air traffic control officer can safely control up to three low-traffic airports simultaneously. In a multiple remote tower center, airports can be flexibly allocated across air traffic cont...",no,unknown,mixed_methods
doi:10.1088/1755-1315/1301/1/012009,10.1088/1755-1315/1301/1/012009,"Learning the harmony of indoor air quality from traditional housing. Case Study Batak Karo, Indonesia.",2024,IOP Conference Series: Earth and Environment,air,0,air_quality,attention,unknown,,low,abstract_only_reduced_table,abstract_only,Air quality in buildings is an important principle for a sustainable building to create comfort and health for living things and the environment. This study wants to explore how the air quality in traditional housing can be feel comfortable. How the building was designed for passive cooling in harmony with environme...,no,theoretical_conceptual,mixed_methods
doi:10.24912/stupa.v6i1.27473,10.24912/stupa.v6i1.27473,PERAN ARSITEKTUR WELLBEING DALAM MENINGKATKAN KESEJAHTERAAN KARYAWAN DAN MENGATASI SICK BUILDING SYNDROME DI LINGKUNGAN KERJA,2024,"Jurnal Sains, Teknologi, Urban, Perancangan, Arsitektur (Stupa)",affect,0,air_quality,mood,unknown,,low,abstract_only_reduced_table,abstract_only,"Every workplace has the potential for dangers that can affect employee safety and health, making it difficult for employees to achieve wellbeing. This research aims to investigate problems in the physical work environment that influence employee wellbeing using a wellbeing architecture approach. Wellbeing is a sense...",no,cross_sectional_survey,mixed_methods
doi:10.1111/jan.70453,10.1111/jan.70453,"Noise in Operating Room and Its Impact on Nurses: A Mixed-Methods Study of Noise, Perceptual Strain and Intervention Strategies.",2025,Journal of advanced nursing,acoustic,0,noise,unspecified_outcome,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,To assess the acoustic environment of operating rooms (ORs) and its impact on nurses' perceptions in three surgical departments in a general hospital.,no,unknown,mixed_methods
doi:10.61996/cultural.v3i2.110,10.61996/cultural.v3i2.110,"The Acoustic City: Sonorous Landscapes, Urban Memory, and the Politics of Noise",2025,Enigma in Cultural,acoustic,0,noise,attention,unknown,,low,abstract_only_reduced_table,abstract_only,"The contemporary city is often conceived through a visual paradigm, yet its character is profoundly shaped by its acoustic environment. This study investigated the urban soundscape as a complex tapestry woven from sound, memory, and power. Focusing on the rapidly urbanizing context of Indonesia, this research explor...",no,qualitative,mixed_methods
doi:10.1016/j.compbiomed.2025.111424,10.1016/j.compbiomed.2025.111424,DeeBayes: An interpretable deep Bayesian network for ECG signal restoration.,2026,Computers in biology and medicine,acoustic,0,noise,attention,unknown,,low,abstract_only_reduced_table,abstract_only,"The electrocardiogram (ECG) is a valuable and non-invasive tool for detecting and preventing arrhythmias. However, in real-world situations, ECG signals are often contaminated by various types of noise, which can lead to clinical misdiagnoses. As a result, significant attention is given to developing methods to deno...",no,unknown,mixed_methods
doi:10.1038/s41598-025-33170-9,10.1038/s41598-025-33170-9,Underwater image enhancement using colour balancing and morphological residual processing through gamma correction.,2026,Scientific reports,acoustic,0,daylight,mood,mixed,,medium,abstract_only_reduced_table,abstract_only,"Underwater images typically suffer from poor visibility, low contrast, and severe color distortion caused by wavelength-dependent absorption and scattering of light. These degradations not only reduce visual quality but also affect subsequent analysis and interpretation in marine and robotic imaging applications. To...",no,unknown,mixed_methods
doi:10.1016/j.iccn.2025.104031,10.1016/j.iccn.2025.104031,"Tranquil or desolate? A mixed-methods investigation of patient sound experiences, needs and emotions in single patient ICU rooms.",2025,Intensive & critical care nursing,acoustic,0,noise,stress,unknown,,low,abstract_only_reduced_table,abstract_only,"The sound environment, or soundscape, of intensive care units (ICUs) can be stressful for patients. Soundscapes are defined as acoustic environments as perceived by people. Single-patient rooms mitigate noise, but may deprive patients of essential auditory cues. This might harm basic psychological needs, such as saf...",no,unknown,mixed_methods
doi:10.3389/fpsyg.2021.723366,10.3389/fpsyg.2021.723366,The Effects of a Parent-Implemented Language Intervention on Late-Talkers’ Expressive Skills: The Mediational Role of Parental Speech Contingency and Dialogic Reading Abilities,2021,Frontiers in Psychology,acoustic,0,unspecified_environment,attention,positive,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,Several qualitative and quantitative features of parental speech input support children’s language development and may play a critical role in improving such process in late talkers. Parent-implemented interventions targeting late-talkers have been developed to promote children’s language outcomes by enhancing their...,no,rct_interventional,mixed_methods
doi:10.3390/educsci15050600,10.3390/educsci15050600,The Impact of the Soundscape on University Life: Critical Music Education as a Tool for Awareness and Transformation,2025,Education sciences,acoustic,0,noise,attention,mixed,89,medium,abstract_only_reduced_table,abstract_only;n=89,"This study explores the impact of soundscapes on the emotional and academic experiences of preservice teachers enrolled in music education courses within an elementary education degree program. It focuses on the framework of critical music education and future teachers’ reflections on soundscapes, emphasizing the im...",no,quasi_experimental,mixed_methods
doi:10.3390/ijerph16101865,10.3390/ijerph16101865,Soundtracking the Public Space: Outcomes of the Musikiosk Soundscape Intervention,2019,International Journal of Environmental Research and Public Health,acoustic,0,noise,mood,mixed,,medium,abstract_only_reduced_table,abstract_only,"Decades of research support the idea that striving for lower sound levels is the cornerstone of protecting urban public health. Growing insight on urban soundscapes, however, highlights a more complex role of sound in public spaces, mediated by context, and the potential of soundscape interventions to contribute to ...",no,cross_sectional_survey,mixed_methods
doi:10.1121/10.0036661,10.1121/10.0036661,Soundscape and worship experience of contemporary worship music: A case study in Malaysia.,2025,The Journal of the Acoustical Society of America,acoustic,0,noise,mood,unknown,,low,abstract_only_reduced_table,abstract_only,"This study investigated sound levels and congregants' experiences of contemporary worship music (CWM) with a sound reinforcement system in a church in Malaysia using convergent mixed methods. The methods involved sound level measurements of 4 music worship sessions, a questionnaire with 86 respondents, and semi-stru...",no,cross_sectional_survey,mixed_methods
doi:10.1080/10447318.2024.2364468,10.1080/10447318.2024.2364468,RainMind: Investigating Dynamic Natural Soundscape of Physiological Data to Promote Self-Reflection for Stress Management,2024,International Journal of Human-Computer Interaction,acoustic,0,noise,stress,mixed,,medium,abstract_only_reduced_table,abstract_only,"Metaphorical auditory displays are increasingly recognized for data presentation and self-reflection. This article presents the design and evaluation of RainMind, a web-based soundscape application that represents physiological data with dynamic natural sounds for daily stress reflection. Based on different combinat...",no,unknown,mixed_methods
doi:10.70382/ajaias.v8i2.041,10.70382/ajaias.v8i2.041,The Role of Natural Ventilation and Interior Layout in Enhancing Indoor Air Quality,2025,Journal of African Innovation and Advanced Studies,air,0,air_quality,attention,positive,,medium,abstract_only_reduced_table,abstract_only,"Indoor air quality (IAQ) impacts health, comfort, and effectiveness in residential spaces, especially in tropical cities like Lagos, Nigeria. This study looks into the complementary function of natural ventilation (NV) and interior spatial layout in improving IAQ in middle-income apartment buildings. The study uses ...",no,unknown,mixed_methods
doi:10.1038/s41598-025-34154-5,10.1038/s41598-025-34154-5,Qualitative and quantitative evaluation of the usability of transport ventilators using eye tracking.,2026,Scientific reports,cognition,0,air_quality,attention,negative,,medium,abstract_only_reduced_table,abstract_only,Deficiencies in the usability of transport ventilators may lead to operating errors and patient harm. Intuitively operable devices and optimized ergonomics can reduce cognitive workload and critical events. In order to identify shortcomings of specific devices we compared the user interfaces of four modern transport...,no,cross_sectional_survey,mixed_methods
doi:10.29329/epasr.2020.236.12,10.29329/epasr.2020.236.12,A Management Factor at Sick Building Syndrome: Are Old or New School Buildings Sick?,2020,Educational policy analysis and strategic research,thermal,0,air_quality,attention,unknown,,low,abstract_only_reduced_table,abstract_only,The training and learning activities for students are primarily conducted in closed environments. The symptoms resulting from living environments in occupied buildings are referred to as “sick building syndrome (SBS).” The aim of this study is to evaluate the SBS associated with the age of a school building. In this...,no,cross_sectional_survey,mixed_methods
doi:10.1016/j.foodchem.2025.147544,10.1016/j.foodchem.2025.147544,Procymidone residue detection in Allium tuberosum using feature-level data fusion of colorimetric sensor arrays and electronic nose sensor arrays: Comparison of heterogeneous data fusion methods.,2026,Food chemistry,cognition,0,unspecified_environment,attention,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,Procymidone residues threaten Allium tuberosum food safety. This study combines an electronic nose (E-nose) with a color sensor array (CSA) for qualitative and quantitative detection of its procymidone residues. By exploring architectural and performance differences between deep learning and traditional machine lear...,no,unknown,mixed_methods
doi:10.1016/j.plaphy.2026.111016,10.1016/j.plaphy.2026.111016,Bioedaphic stimulation and physiological response in Cicer arietinum bioaugmented with nutrient-solubilizing and pesticide-degrading Burkholderia species.,2026,Plant physiology and biochemistry : PPB,other,0,unspecified_environment,productivity,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"The escalating population has intensified the demand for sustainable agricultural practices that address nutrient deficiencies and pesticide pollution in soil. This study explores the dual potential of soil bacteria in nutrient solubilization and pesticide degradation, addressing two major challenges by three strain...",no,unknown,mixed_methods
doi:10.2903/j.efsa.2017.4971,10.2903/j.efsa.2017.4971,Guidance on the use of the weight of evidence approach in scientific assessments,2017,EFSA Journal,other,0,unspecified_environment,unspecified_outcome,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,EFSA requested the Scientific Committee to develop a guidance document on the use of the weight of evidence approach in scientific assessments for use in all areas under EFSA's remit. The guidance document addresses the use of weight of evidence approaches in scientific assessments using both qualitative and quantit...,no,unknown,mixed_methods
doi:10.3390/su12219263,10.3390/su12219263,"The Relationship between the Spatial Configuration and the Fourth Sustainable Dimension Creativity in University Campuses: The Case Study of Zernike Campus, Groningen, The Netherlands",2020,Sustainability,other,0,unspecified_environment,unspecified_outcome,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"To date, little is known about the spatial aspects of the creativity of university campuses and their public spaces. This study recognises that creativity is the fourth sustainability, because the spatial configuration of campuses and city-university accessibilities are ‘creative solutions’ conceived for human needs...",no,theoretical_conceptual,mixed_methods
doi:10.1177/0049124118769091,10.1177/0049124118769091,Using Sociometers to Advance Small Group Research,2018,Sociological Methods & Research,acoustic,0,unspecified_environment,mood,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"New technologies transform research specialties and potentiate new fields. Sociometers—wearable electronic sensors collecting quantitative, dynamic data about embodied social interactions at hyperfine scales—represent such a possibility for small group research. This article introduces this new method and its distin...",no,cross_sectional_survey,mixed_methods
doi:10.1370/afm.20.s1.2919,10.1370/afm.20.s1.2919,Effects of arts and medicine salon events on wellness of participants.,2022,Annals of family medicine,affect,0,unspecified_environment,mood,positive,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,Context: In the early 20th century artists and scientists would gather together for mutual fellowship in salons. These events would allow sharing of ideas and experiences and led to new creative endeavors. This type of interaction may lead to increased wellness. Primary care specialties see large volumes of patients...,no,quasi_experimental,mixed_methods
doi:10.2174/0118743501415887251010112959,10.2174/0118743501415887251010112959,"Mindfulness and Forgiveness as Catalysts for Stress Reduction and Social Cohesion: A Mixed-methods Study in Multicultural Binh Duong, Vietnam",2025,Open Psychology Journal,affect,0,unspecified_environment,stress,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"The cultural and industrial environment in Binh Duong, which includes international students, local inhabitants, and migrant workers, presents challenges, such as social cohesion, intercultural conflict, and psychological stress. While previous studies confirm the separate benefits of mindfulness and forgiveness, li...",no,rct_interventional,mixed_methods
doi:10.1080/10407782.2011.594417,10.1080/10407782.2011.594417,Laminar Natural Convection of Bingham Fluids in a Square Enclosure with Vertical Walls Subjected to Constant Heat Flux,2011,Numerical Heat Transfer Part A Applications,thermal,0,thermal,stress,mixed,,medium,abstract_only_reduced_table,abstract_only,"Abstract In this study, two-dimensional steady-state simulations of laminar natural convection in square enclosures with vertical sidewalls subjected to constant heat flux have been carried out, where the enclosures are considered to be completely filled with a yield-stress fluid obeying the Bingham model. Yield str...",no,unknown,mixed_methods
doi:10.3130/aija.69.55_3,10.3130/aija.69.55_3,OFFICE LAYOUT AND WORKSPACE ENCLOSURE AS MEDIATORS TO WORKERS' PRIVACY AND COMMUNICATION AFFECTING PRODUCTIVITY,2004,Journal of Architecture and Planning (Transactions of AIJ),acoustic,0,noise,mood,unknown,,low,abstract_only_reduced_table,abstract_only,"This study is part of a complex research on current Japanese office environments. Based on qualitative and quantitative data from group interviews and questionnaires, 'free-layout' and seating positions in 'isle-type' layout, as well as levels of workspace enclosures were defined and then cross-tabulated by the foll...",no,cross_sectional_survey,mixed_methods
doi:10.12893/gjcpi.2015.2.1,10.12893/gjcpi.2015.2.1,"Place Attachment in a Sustainable Neighbourhood: Comparison of Two Cases in Surrey, B.C",2015,Glocalism,spatial,0,spatial_layout,mood,positive,,medium,abstract_only_reduced_table,abstract_only,Scholars have voiced the emphasis of studies in sustainability on environmental sustainability over social sustainability. One of the dimensions of social sustainability is neighbourhood cohesion among residents of a neighbourhood. This paper compares the social sustainability of two neighbourhoods in Vancouver metr...,no,unknown,mixed_methods
doi:10.1146/annurev-soc-073018-022707,10.1146/annurev-soc-073018-022707,The Role of Space in the Formation of Social Ties,2019,Annual Review of Sociology,cognition,0,unspecified_environment,attention,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"Recent years have seen a resurgence of interest in the relation between networks and spatial context. This review examines critically a selection of the literature on how physical space affects the formation of social ties. Different aspects of this question have been a feature in network analysis, neighborhood rese...",no,methods_protocol,mixed_methods
doi:10.71317/rjsa.002.04.0016,10.71317/rjsa.002.04.0016,The Effects of Immigration Policies on Social Cohesion: Perspectives from Affected Communities,2024,Research Journal for Social Affairs,affect,0,unspecified_environment,unspecified_outcome,positive,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"Education has long been recognized as a critical tool for social change, particularly in empowering marginalized populations. This study assesses the impact of educational reforms on such communities, analyzing both qualitative and quantitative data to evaluate the effectiveness of these reforms in enhancing access,...",no,cross_sectional_survey,mixed_methods
doi:10.62012/jacs.v1i2.8,10.62012/jacs.v1i2.8,The Role of Art in Building Social Cohesion in Multicultural Societies,2024,"Journal of Studies on Art, Culture and Society",thermal,0,thermal,unspecified_outcome,positive,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"This research explores the role of art in building social cohesion in multicultural societies. Using mixed methods, namely a quantitative survey of 300 respondents from various cultural backgrounds and qualitative interviews with 20 community arts program participants, this research found that participation in arts ...",no,cross_sectional_survey,mixed_methods
doi:10.48550/arXiv.2402.13404,10.48550/arXiv.2402.13404,Layout-to-Image Generation with Localized Descriptions using ControlNet with Cross-Attention Control,2024,arXiv.org,cognition,0,spatial_layout,attention,positive,,medium,abstract_only_reduced_table,abstract_only,"While text-to-image diffusion models can generate highquality images from textual descriptions, they generally lack fine-grained control over the visual composition of the generated images. Some recent works tackle this problem by training the model to condition the generation process on additional input describing ...",no,unknown,mixed_methods
doi:10.3390/jimaging11120424,10.3390/jimaging11120424,SegClarity: An Attribution-Based XAI Workflow for Evaluating Historical Document Layout Models.,2025,Journal of imaging,thermal,0,thermal,attention,positive,,medium,abstract_only_reduced_table,abstract_only,"In recent years, deep learning networks have demonstrated remarkable progress in the semantic segmentation of historical documents. Nonetheless, their limited explainability remains a critical concern, as these models frequently operate as black boxes, thereby constraining confidence in the trustworthiness of their ...",no,unknown,mixed_methods
doi:10.2196/77263,10.2196/77263,Consumer Co-Design of an Online Resource to Build Communication Skills of Health Consumers: Mixed Methods Study.,2025,JMIR formative research,other,0,unspecified_environment,unspecified_outcome,positive,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,"Information provided by health professionals can be complex and is often not well understood by health care consumers, leading to adverse outcomes. Clinician-led communication approaches such as ""teach-back"" can improve consumer understanding, yet are infrequently used by clinicians. A possible solution is to build ...",no,unknown,mixed_methods
doi:10.1145/3386569.3392391,10.1145/3386569.3392391,Graph2Plan,2020,ACM Transactions on Graphics,spatial,0,spatial_layout,unspecified_outcome,unknown,,low,abstract_only_reduced_table,abstract_only;weak_variable_resolution,We introduce a learning framework for automated floorplan generation which combines generative modeling using deep neural networks and user-in-the-loop designs to enable human users to provide sparse design constraints. Such constraints are represented by a layout graph. The core component of our learning framework ...,no,unknown,mixed_methods
doi:10.1109/TFUZZ.2024.3426946,10.1109/TFUZZ.2024.3426946,Linguistic Pattern-Based Facility Layout Optimization in Designing Sustainable Manufacturing Systems,2025,IEEE transactions on fuzzy systems,biophilic,0,spatial_layout,productivity,mixed,,medium,abstract_only_reduced_table,abstract_only,"Sustainable manufacturing plays a pivotal role in fostering economic growth, social development, and environmental well-being. The facility layout problem (FLP) in manufacturing involves optimizing the arrangement of resources for cost reduction and increased productivity. Sustainable facility layouts aim to minimiz...",no,unknown,mixed_methods
doi:10.1177/19375867211027498,10.1177/19375867211027498,"Influences of Physical Layout and Space on Patient Safety and Communication in Ambulatory Oncology Practices: A Multisite, Mixed Method Investigation",2021,HERD,spatial,0,spatial_layout,attention,positive,56,medium,abstract_only_reduced_table,abstract_only;n=56,"Objective: To examine how physical layouts and space in ambulatory oncology practices influence patient safety and clinician communication. Background: Ambulatory oncology practices face unique challenges in delivering safe care. With increasing patient volumes, these settings require additional attention to support...",no,cross_sectional_survey,mixed_methods
